_RAJ2000;_DEJ2000;ID;Bmag;e_Bmag;Vmag;e_Vmag;Imag;e_Imag
322.44037;+12.03419;5043295;22.182; 0.030;21.478; 0.027;20.557; 0.042
322.44087;+12.19306;5043296;20.847; 0.013;20.323; 0.014;19.506; 0.020
322.44046;+12.06469;5043297;21.349; 0.014;20.746; 0.016;19.987; 0.025
322.44087;+12.19914;5043298;21.000; 0.014;20.441; 0.015;19.687; 0.026
322.44092;+12.22003;5043299;19.941; 0.005;19.423; 0.006;18.802; 0.010
322.44125;+12.32092;5043300;19.843; 0.004;18.267; 0.004;16.021; 0.004
322.44092;+12.21781;5043301;21.484; 0.014;20.895; 0.016;20.084; 0.028
322.44042;+12.05908;5043302;20.608; 0.007;20.071; 0.010;19.362; 0.014
322.44117;+12.29425;5043303;22.278; 0.029;21.663; 0.029;20.740; 0.046
322.44100;+12.25225;5043304;19.857; 0.007;19.516; 0.008;18.852; 0.013
322.44050;+12.08844;5043305;19.689; 0.005;19.216; 0.006;18.594; 0.010
322.44075;+12.16436;5043306;21.076; 0.013;20.531; 0.015;19.689; 0.023
322.44071;+12.15169;5043308;21.768; 0.025;21.073; 0.027;20.261; 0.053
322.44071;+12.16481;5043309;21.498; 0.019;20.937; 0.019;20.065; 0.029
322.44125;+12.33372;5043310;20.766; 0.008;20.130; 0.007;19.393; 0.016
322.44071;+12.17000;5043313;22.168; 0.036;21.537; 0.037;20.715; 0.065
322.44087;+12.22078;5043314;21.176; 0.008;20.627; 0.011;19.829; 0.022
322.44067;+12.16353;5043315;20.760; 0.021;20.254; 0.024;19.566; 0.043
322.44075;+12.18811;5043316;18.909; 0.005;18.239; 0.006;17.347; 0.008
322.44021;+12.01489;5043317;20.726; 0.008;19.982; 0.009;19.120; 0.013
322.44037;+12.06928;5043318;22.236; 0.026;21.475; 0.026;20.340; 0.046
322.44054;+12.11689;5043319;22.280; 0.039;21.485; 0.036;20.701; 0.053
322.44112;+12.30933;5043321;22.903; 0.054;21.682; 0.037;20.028; 0.042
322.44046;+12.10833;5043322;22.002; 0.020;21.353; 0.024;20.465; 0.036
322.44067;+12.17300;5043323;21.792; 0.030;21.216; 0.027;20.222; 0.038
322.44087;+12.23731;5043324;21.614; 0.013;20.982; 0.012;20.192; 0.027
322.44042;+12.09372;5043325;20.458; 0.007;19.970; 0.009;19.305; 0.014
322.44071;+12.19086;5043327;16.125; 0.003;15.930; 0.003;15.655; 0.005
322.44050;+12.13531;5043328;19.048; 0.005;18.502; 0.005;17.802; 0.009
322.44054;+12.14244;5043329;21.357; 0.015;20.776; 0.019;19.957; 0.029
322.44075;+12.21267;5043330;21.913; 0.021;21.233; 0.021;20.365; 0.037
322.44071;+12.19861;5043331;21.351; 0.019;20.774; 0.018;19.958; 0.034
322.44117;+12.33817;5043332;22.637; 0.031;21.926; 0.031;20.839; 0.055
322.44046;+12.12553;5043333;21.296; 0.014;20.692; 0.018;19.904; 0.033
322.44062;+12.18203;5043334;22.418; 0.047;21.568; 0.035;20.563; 0.059
322.44008;+12.00797;5043336;21.401; 0.014;20.799; 0.016;20.061; 0.030
322.44054;+12.16978;5043337;21.749; 0.026;21.138; 0.025;20.267; 0.038
322.44025;+12.06089;5043338;22.077; 0.024;21.408; 0.026;20.481; 0.039
322.44021;+12.05994;5043339;20.788; 0.009;20.268; 0.010;19.542; 0.017
322.44075;+12.23314;5043340;21.735; 0.013;21.070; 0.014;20.159; 0.023
322.44062;+12.19397;5043341;22.568; 0.047;21.670; 0.038;20.714; 0.058
322.44058;+12.17344;5043342;21.306; 0.022;20.711; 0.022;19.872; 0.032
322.44058;+12.18869;5043344;22.281; 0.038;21.510; 0.034;20.472; 0.067
322.44046;+12.14967;5043345;20.105; 0.007;19.630; 0.009;18.924; 0.013
322.44033;+12.09939;5043346;19.860; 0.004;19.436; 0.007;18.788; 0.009
322.44050;+12.15994;5043347;20.313; 0.009;19.871; 0.010;19.101; 0.019
322.44042;+12.12744;5043348;21.221; 0.014;20.602; 0.017;19.808; 0.028
322.44042;+12.13625;5043349;21.467; 0.021;20.851; 0.020;20.127; 0.029
322.44062;+12.20181;5043351;22.734; 0.066;21.802; 0.055;20.752; 0.066
322.44025;+12.09044;5043352;19.143; 0.004;18.566; 0.005;17.804; 0.005
322.44042;+12.14089;5043353;21.273; 0.015;20.707; 0.018;19.907; 0.029
322.44046;+12.15642;5043354;20.342; 0.018;20.150; 0.037;18.978; 0.025
322.44042;+12.13883;5043355;19.119; 0.005;18.546; 0.005;17.771; 0.009
322.44062;+12.21156;5043356;20.783; 0.010;20.212; 0.013;19.521; 0.019
322.44042;+12.15106;5043358;21.156; 0.015;20.579; 0.016;19.793; 0.026
322.44054;+12.19603;5043360;21.847; 0.024;21.217; 0.026;20.252; 0.037
322.44042;+12.16161;5043361;21.725; 0.027;21.155; 0.025;20.300; 0.036
322.44062;+12.22914;5043362;21.633; 0.013;21.030; 0.013;20.210; 0.026
322.44046;+12.17311;5043363;21.959; 0.033;21.198; 0.026;20.377; 0.043
322.44071;+12.25286;5043364;21.742; 0.016;21.111; 0.015;20.223; 0.030
322.44037;+12.15397;5043366;19.784; 0.007;19.301; 0.009;18.601; 0.010
322.44042;+12.17475;5043367;21.465; 0.022;20.806; 0.020;19.889; 0.032
322.44042;+12.17433;5043369;22.288; 0.038;21.556; 0.039;20.654; 0.067
322.44042;+12.17169;5043370;20.841; 0.012;20.291; 0.013;19.476; 0.022
322.44050;+12.20831;5043371;21.666; 0.022;20.952; 0.022;20.062; 0.024
322.44037;+12.16506;5043373;22.164; 0.029;21.453; 0.033;20.448; 0.052
322.44021;+12.11050;5043374;22.333; 0.028;21.696; 0.034;20.534; 0.057
322.44037;+12.16722;5043375;20.785; 0.012;20.257; 0.014;19.452; 0.021
322.44033;+12.14761;5043376;20.501; 0.009;19.995; 0.012;19.220; 0.015
322.44037;+12.17494;5043377;21.799; 0.036;21.228; 0.031;20.286; 0.037
322.44054;+12.22806;5043378;22.038; 0.019;21.409; 0.018;20.521; 0.034
322.44037;+12.17775;5043379;22.251; 0.031;21.545; 0.035;20.621; 0.055
322.44029;+12.15733;5043380;21.927; 0.025;21.248; 0.029;20.395; 0.045
322.44033;+12.17000;5043382;22.378; 0.040;21.730; 0.041;20.660; 0.049
322.44029;+12.16347;5043383;20.438; 0.008;19.965; 0.011;19.236; 0.014
322.44029;+12.16186;5043384;21.575; 0.024;20.967; 0.020;20.101; 0.034
322.44025;+12.15056;5043385;21.716; 0.023;21.027; 0.022;20.203; 0.032
322.44029;+12.16281;5043387;20.876; 0.012;20.333; 0.014;19.534; 0.020
322.44033;+12.19000;5043389;22.076; 0.028;21.363; 0.032;20.513; 0.041
322.44037;+12.19489;5043390;21.642; 0.023;21.010; 0.023;20.175; 0.038
322.44021;+12.14397;5043393;20.671; 0.012;20.118; 0.011;19.236; 0.015
322.44029;+12.17931;5043395;19.999; 0.007;19.476; 0.008;18.817; 0.013
322.44067;+12.29406;5043397;21.589; 0.013;20.992; 0.015;20.148; 0.024
322.44042;+12.22011;5043398;21.639; 0.014;20.969; 0.015;20.224; 0.031
322.44000;+12.09214;5043400;22.332; 0.024;21.619; 0.023;20.654; 0.041
322.43979;+12.02444;5043401;21.654; 0.015;20.967; 0.018;20.148; 0.028
322.44017;+12.14311;5043402;21.163; 0.016;20.553; 0.019;19.655; 0.025
322.44058;+12.27467;5043403;18.219; 0.003;17.448; 0.003;16.605; 0.004
322.44046;+12.24658;5043404;21.010; 0.009;20.402; 0.010;19.605; 0.019
322.44017;+12.15664;5043405;20.917; 0.031;20.348; 0.025;19.580; 0.027
322.43992;+12.06614;5043406;21.290; 0.014;20.695; 0.014;19.937; 0.022
322.43996;+12.08181;5043407;21.773; 0.019;21.195; 0.023;20.341; 0.032
322.44017;+12.15678;5043408;20.340; 0.027;20.172; 0.023;19.749; 0.035
322.44004;+12.12328;5043409;20.514; 0.010;20.019; 0.009;19.282; 0.017
322.44037;+12.23022;5043410;19.625; 0.004;19.143; 0.004;18.520; 0.009
322.44054;+12.27814;5043411;22.060; 0.027;21.389; 0.023;20.443; 0.043
322.43979;+12.03681;5043412;21.287; 0.012;20.675; 0.016;19.912; 0.021
322.44071;+12.33397;5043413;21.410; 0.013;20.842; 0.014;20.105; 0.033
322.44017;+12.15772;5043414;19.306; 0.005;18.797; 0.006;18.076; 0.010
322.44029;+12.20639;5043415;22.372; 0.036;21.545; 0.032;20.658; 0.052
322.44025;+12.19036;5043416;21.651; 0.024;21.034; 0.021;20.336; 0.041
322.44008;+12.13625;5043417;21.425; 0.021;20.697; 0.018;19.856; 0.030
322.44029;+12.21181;5043418;21.005; 0.012;20.423; 0.016;19.722; 0.023
322.44029;+12.20028;5043419;21.345; 0.017;20.749; 0.016;20.065; 0.032
322.44042;+12.24831;5043420;21.667; 0.017;21.018; 0.017;20.226; 0.038
322.44008;+12.13922;5043422;21.206; 0.015;20.632; 0.015;19.888; 0.023
322.43979;+12.04206;5043423;20.977; 0.009;20.279; 0.009;19.381; 0.014
322.44017;+12.16617;5043424;20.683; 0.010;20.148; 0.012;19.390; 0.023
322.44008;+12.14875;5043425;22.283; 0.032;21.657; 0.035;20.626; 0.047
322.44004;+12.13544;5043426;19.198; 0.005;18.661; 0.006;17.933; 0.009
322.44017;+12.17228;5043427;21.967; 0.025;21.278; 0.027;20.304; 0.039
322.44000;+12.12211;5043428;21.458; 0.020;20.807; 0.020;19.968; 0.026
322.44004;+12.13997;5043430;20.170; 0.009;19.681; 0.009;18.945; 0.015
322.44017;+12.19144;5043432;21.465; 0.028;21.095; 0.028;20.120; 0.043
322.44037;+12.25631;5043433;20.937; 0.009;20.382; 0.010;19.649; 0.021
322.44004;+12.15331;5043434;21.406; 0.018;20.868; 0.019;19.948; 0.033
322.44017;+12.20211;5043436;20.165; 0.006;19.673; 0.009;18.973; 0.016
322.44000;+12.14797;5043437;21.409; 0.020;20.827; 0.021;19.909; 0.029
322.43983;+12.09906;5043439;22.187; 0.021;21.477; 0.020;20.653; 0.034
322.43992;+12.12517;5043440;21.389; 0.016;20.809; 0.021;20.021; 0.033
322.44021;+12.21083;5043441;21.687; 0.027;20.982; 0.025;20.150; 0.032
322.43971;+12.05303;5043442;20.637; 0.008;20.122; 0.009;19.398; 0.014
322.43983;+12.10433;5043443;22.495; 0.027;21.725; 0.028;20.545; 0.051
322.43996;+12.14839;5043444;21.955; 0.025;21.298; 0.025;20.318; 0.044
322.43992;+12.13722;5043447;21.848; 0.025;21.149; 0.035;20.225; 0.036
322.44004;+12.17178;5043450;21.581; 0.022;20.896; 0.026;19.990; 0.031
322.44017;+12.22125;5043451;19.603; 0.004;19.111; 0.005;18.496; 0.009
322.44000;+12.17108;5043452;22.634; 0.049;21.768; 0.048;20.795; 0.047
322.43996;+12.15625;5043455;21.749; 0.021;21.223; 0.023;20.257; 0.043
322.44008;+12.19383;5043456;22.309; 0.033;21.464; 0.030;20.331; 0.036
322.43967;+12.05789;5043457;18.283; 0.003;17.583; 0.003;16.680; 0.003
322.43971;+12.08400;5043458;22.143; 0.026;21.437; 0.028;20.441; 0.040
322.44012;+12.21031;5043459;21.160; 0.015;20.572; 0.015;19.792; 0.025
322.44000;+12.17544;5043460;22.347; 0.032;21.631; 0.038;20.586; 0.047
322.43983;+12.12014;5043461;21.911; 0.023;21.295; 0.030;20.413; 0.035
322.43996;+12.16475;5043462;19.951; 0.007;19.469; 0.007;18.770; 0.010
322.43971;+12.08994;5043463;19.076; 0.004;18.481; 0.004;17.692; 0.006
322.43979;+12.12592;5043464;21.273; 0.014;20.631; 0.017;19.837; 0.024
322.43987;+12.15553;5043466;20.921; 0.013;20.389; 0.016;19.558; 0.022
322.44004;+12.20772;5043467;22.388; 0.038;21.624; 0.041;20.713; 0.051
322.44000;+12.19431;5043468;22.675; 0.049;21.908; 0.049;20.792; 0.054
322.43979;+12.12847;5043469;20.230; 0.007;19.744; 0.011;18.989; 0.013
322.43979;+12.12539;5043471;21.525; 0.021;20.890; 0.021;20.002; 0.033
322.44004;+12.20544;5043472;22.223; 0.035;21.483; 0.035;20.594; 0.052
322.44021;+12.27350;5043473;20.951; 0.010;20.372; 0.011;19.619; 0.020
322.43967;+12.10372;5043474;21.980; 0.016;21.332; 0.019;20.461; 0.036
322.43983;+12.16103;5043476;19.979; 0.012;19.496; 0.012;18.756; 0.017
322.44042;+12.33883;5043477;20.394; 0.008;19.893; 0.007;19.244; 0.014
322.43958;+12.08903;5043478;20.656; 0.009;20.120; 0.011;19.380; 0.017
322.44004;+12.23183;5043479;22.402; 0.023;21.700; 0.024;20.733; 0.043
322.43908;+11.92964;5043480;19.032; 0.021;18.258; 0.017;17.318; 0.027
322.43975;+12.15511;5043481;21.614; 0.023;21.008; 0.023;20.109; 0.031
322.43979;+12.16122;5043482;18.723; 0.005;18.036; 0.005;17.132; 0.007
322.43983;+12.18011;5043483;21.225; 0.014;20.666; 0.015;19.886; 0.025
322.43992;+12.20872;5043484;20.595; 0.008;19.952; 0.009;19.153; 0.018
322.44000;+12.22350;5043485;22.007; 0.017;21.365; 0.017;20.573; 0.036
322.43971;+12.13431;5043486;20.865; 0.016;20.271; 0.015;19.426; 0.033
322.43958;+12.11186;5043487;21.058; 0.011;20.537; 0.013;19.830; 0.021
322.43979;+12.17575;5043488;20.943; 0.014;20.423; 0.016;19.611; 0.029
322.43971;+12.14369;5043489;21.073; 0.014;20.459; 0.015;19.537; 0.025
322.44000;+12.24011;5043490;20.185; 0.005;18.717; 0.004;16.768; 0.004
322.43975;+12.16822;5043491;19.302; 0.005;18.747; 0.005;17.950; 0.008
322.43967;+12.14692;5043492;20.761; 0.012;20.227; 0.013;19.396; 0.021
322.43958;+12.11433;5043493;22.129; 0.038;21.412; 0.038;20.511; 0.044
322.44004;+12.26406;5043494;20.671; 0.008;20.121; 0.008;19.389; 0.017
322.43962;+12.13953;5043495;20.411; 0.009;19.894; 0.012;19.152; 0.015
322.43996;+12.23858;5043496;20.437; 0.007;19.916; 0.007;19.258; 0.013
322.43975;+12.18306;5043497;20.627; 0.009;20.141; 0.012;19.387; 0.018
322.43975;+12.18097;5043498;21.768; 0.021;21.050; 0.027;20.197; 0.030
322.43971;+12.16442;5043499;20.881; 0.013;20.366; 0.014;19.574; 0.020
322.43975;+12.18617;5043501;22.072; 0.029;21.322; 0.023;20.371; 0.063
322.43958;+12.13217;5043502;20.287; 0.010;19.771; 0.009;19.012; 0.012
322.43967;+12.17128;5043503;22.493; 0.047;21.758; 0.039;20.678; 0.056
322.43954;+12.12772;5043504;20.975; 0.011;20.402; 0.016;19.675; 0.026
322.43954;+12.12225;5043505;20.889; 0.012;20.355; 0.014;19.629; 0.024
322.43962;+12.15167;5043507;21.897; 0.028;21.268; 0.026;20.274; 0.038
322.43954;+12.12158;5043508;20.626; 0.010;20.083; 0.012;19.385; 0.015
322.43958;+12.14194;5043509;21.332; 0.016;20.761; 0.018;19.918; 0.027
322.43971;+12.17939;5043510;19.529; 0.007;19.060; 0.007;18.357; 0.010
322.43962;+12.15406;5043511;21.788; 0.025;21.235; 0.026;20.314; 0.039
322.43954;+12.13114;5043512;21.545; 0.017;20.899; 0.022;20.088; 0.032
322.44025;+12.35239;5043513;22.506; 0.031;21.103; 0.017;19.245; 0.014
322.43962;+12.16569;5043514;21.602; 0.021;20.950; 0.029;19.978; 0.029
322.43971;+12.19653;5043516;20.604; 0.010;20.047; 0.010;19.273; 0.016
322.43979;+12.22644;5043517;20.865; 0.007;20.305; 0.008;19.567; 0.017
322.43946;+12.11839;5043518;21.067; 0.014;20.476; 0.015;19.752; 0.023
322.43946;+12.12833;5043519;21.665; 0.023;21.069; 0.024;20.309; 0.043
322.43954;+12.15875;5043520;20.685; 0.010;20.151; 0.011;19.397; 0.020
322.43954;+12.15683;5043521;21.430; 0.021;20.906; 0.031;20.177; 0.051
322.43950;+12.13894;5043522;20.601; 0.011;20.096; 0.011;19.363; 0.018
322.43946;+12.13703;5043523;20.133; 0.009;19.653; 0.008;18.937; 0.014
322.43958;+12.17833;5043524;20.566; 0.008;19.998; 0.010;19.093; 0.017
322.43971;+12.20661;5043525;20.932; 0.012;20.362; 0.013;19.604; 0.021
322.43954;+12.16239;5043526;21.937; 0.026;21.214; 0.026;20.114; 0.031
322.43996;+12.28856;5043527;21.100; 0.009;20.555; 0.012;19.829; 0.019
322.43971;+12.21383;5043528;21.425; 0.014;20.858; 0.019;20.103; 0.029
322.43958;+12.17306;5043529;21.499; 0.019;20.825; 0.018;19.893; 0.032
322.43996;+12.29225;5043530;15.676; 0.002;14.917; 0.002;14.113; 0.002
322.43967;+12.20931;5043533;22.081; 0.028;21.398; 0.030;20.520; 0.042
322.43950;+12.16192;5043534;21.235; 0.015;20.666; 0.017;19.853; 0.030
322.43933;+12.11003;5043535;20.267; 0.009;19.764; 0.007;19.078; 0.014
322.43962;+12.20169;5043536;21.157; 0.013;20.616; 0.013;19.832; 0.023
322.43937;+12.13306;5043537;19.715; 0.006;19.238; 0.008;18.548; 0.011
322.43937;+12.12458;5043538;22.510; 0.040;21.690; 0.038;20.755; 0.061
322.43962;+12.20969;5043539;21.833; 0.024;21.173; 0.031;20.201; 0.047
322.43954;+12.17947;5043541;20.988; 0.019;20.367; 0.026;19.752; 0.031
322.43958;+12.19994;5043542;20.914; 0.011;20.344; 0.015;19.598; 0.022
322.43937;+12.12792;5043543;21.494; 0.018;20.885; 0.023;20.051; 0.028
322.43950;+12.18067;5043544;20.980; 0.017;20.429; 0.015;19.646; 0.026
322.43937;+12.13606;5043545;22.343; 0.040;21.622; 0.038;20.637; 0.058
322.43933;+12.12603;5043546;21.705; 0.019;21.088; 0.027;20.286; 0.039
322.43958;+12.20081;5043548;20.258; 0.009;19.736; 0.012;19.035; 0.015
322.43904;+12.02589;5043549;21.415; 0.015;19.921; 0.014;17.887; 0.006
322.43962;+12.21481;5043550;19.191; 0.004;18.606; 0.004;17.859; 0.007
322.43942;+12.15928;5043551;22.322; 0.038;21.563; 0.036;20.667; 0.062
322.43946;+12.16464;5043553;20.759; 0.015;20.174; 0.047;19.713; 0.040
322.43937;+12.15575;5043554;21.927; 0.027;21.278; 0.029;20.433; 0.040
322.43962;+12.22392;5043555;21.498; 0.011;20.880; 0.012;20.114; 0.024
322.43962;+12.22525;5043556;19.889; 0.005;19.374; 0.005;18.706; 0.009
322.43942;+12.16647;5043557;21.361; 0.015;20.803; 0.022;20.022; 0.033
322.43917;+12.08919;5043558;21.139; 0.012;20.600; 0.014;19.849; 0.021
322.43942;+12.17122;5043559;21.903; 0.026;21.296; 0.028;20.292; 0.045
322.43950;+12.20853;5043561;21.484; 0.016;20.915; 0.020;20.153; 0.032
322.43929;+12.14222;5043562;21.083; 0.015;20.512; 0.016;19.748; 0.027
322.43950;+12.20786;5043564;22.164; 0.035;21.471; 0.031;20.548; 0.061
322.43904;+12.07086;5043567;21.741; 0.017;21.125; 0.020;20.346; 0.033
322.43942;+12.18294;5043568;22.496; 0.042;21.763; 0.046;20.684; 0.046
322.43917;+12.11069;5043569;20.397; 0.008;19.909; 0.013;19.201; 0.013
322.43937;+12.17878;5043570;21.982; 0.028;21.313; 0.028;20.384; 0.046
322.43929;+12.17294;5043573;21.975; 0.028;21.373; 0.032;20.350; 0.045
322.43975;+12.31281;5043574;21.333; 0.012;20.708; 0.013;19.974; 0.028
322.43933;+12.18850;5043575;22.337; 0.036;21.619; 0.037;20.634; 0.047
322.43946;+12.23014;5043576;19.864; 0.004;19.391; 0.006;18.772; 0.008
322.43921;+12.15700;5043577;18.559; 0.004;17.868; 0.004;16.978; 0.006
322.43933;+12.19272;5043578;20.428; 0.011;19.903; 0.010;19.173; 0.015
322.43904;+12.10389;5043580;21.065; 0.009;20.534; 0.012;19.795; 0.015
322.43917;+12.14522;5043581;22.291; 0.035;21.551; 0.039;20.563; 0.063
322.43921;+12.16539;5043582;22.430; 0.044;21.655; 0.039;20.678; 0.061
322.43887;+12.06061;5043583;21.622; 0.015;21.015; 0.016;20.239; 0.028
322.43917;+12.14597;5043584;22.486; 0.044;21.558; 0.038;20.133; 0.058
322.43917;+12.14767;5043585;22.090; 0.032;21.337; 0.030;20.219; 0.031
322.43921;+12.15947;5043586;22.350; 0.034;21.644; 0.040;20.526; 0.047
322.43892;+12.06550;5043587;21.465; 0.014;20.853; 0.016;20.087; 0.028
322.43896;+12.09350;5043588;21.842; 0.015;21.059; 0.016;20.074; 0.024
322.43917;+12.15669;5043589;21.229; 0.019;20.664; 0.020;19.830; 0.030
322.43904;+12.12167;5043590;19.115; 0.006;18.504; 0.006;17.718; 0.007
322.43896;+12.09781;5043592;21.007; 0.009;20.433; 0.010;19.700; 0.018
322.43917;+12.16867;5043593;21.421; 0.016;20.826; 0.024;19.909; 0.030
322.43908;+12.14656;5043594;19.205; 0.007;18.682; 0.006;17.900; 0.009
322.43908;+12.15594;5043595;21.157; 0.016;20.587; 0.021;19.751; 0.025
322.43904;+12.13181;5043596;21.633; 0.019;21.003; 0.024;20.186; 0.034
322.43887;+12.08356;5043598;20.927; 0.009;20.378; 0.012;19.645; 0.018
322.43883;+12.07678;5043601;19.758; 0.005;19.260; 0.006;18.618; 0.009
322.43900;+12.14361;5043602;22.390; 0.042;21.525; 0.036;20.393; 0.043
322.43908;+12.15878;5043604;21.085; 0.015;20.500; 0.016;19.656; 0.033
322.43962;+12.33964;5043605;19.175; 0.003;18.440; 0.003;17.644; 0.006
322.43904;+12.15922;5043606;22.700; 0.055;21.855; 0.043;20.819; 0.058
322.43904;+12.15119;5043607;20.109; 0.017;19.629; 0.026;19.413; 0.026
322.43908;+12.17483;5043608;19.166; 0.004;18.553; 0.007;17.699; 0.007
322.43900;+12.15108;5043609;21.754; 0.046;19.844; 0.038;19.152; 0.025
322.43887;+12.11828;5043611;21.413; 0.017;20.892; 0.019;19.998; 0.034
322.43846;+11.98878;5043612;20.791; 0.008;20.282; 0.012;19.605; 0.019
322.43912;+12.19686;5043613;21.500; 0.015;20.894; 0.023;20.090; 0.030
322.43942;+12.29883;5043614;21.266; 0.010;20.667; 0.011;19.912; 0.026
322.43912;+12.20369;5043616;21.195; 0.013;20.581; 0.015;19.788; 0.026
322.43921;+12.24558;5043617;17.815; 0.002;17.001; 0.003;16.048; 0.004
322.43883;+12.12097;5043618;22.597; 0.044;21.795; 0.047;20.828; 0.067
322.43883;+12.12633;5043619;22.129; 0.034;21.440; 0.032;20.503; 0.044
322.43883;+12.11925;5043620;22.159; 0.029;21.524; 0.038;20.478; 0.051
322.43887;+12.14944;5043621;22.363; 0.033;21.591; 0.028;20.583; 0.047
322.43908;+12.21361;5043623;22.348; 0.031;21.662; 0.029;20.706; 0.043
322.43900;+12.18442;5043624;21.816; 0.027;21.186; 0.034;20.228; 0.039
322.43912;+12.23150;5043625;22.679; 0.030;21.826; 0.026;21.021; 0.068
322.43900;+12.19728;5043628;20.669; 0.010;20.129; 0.011;19.350; 0.022
322.43875;+12.11233;5043629;20.948; 0.010;20.420; 0.014;19.726; 0.024
322.43858;+12.05992;5043630;21.800; 0.020;21.167; 0.022;20.415; 0.030
322.43908;+12.22869;5043631;22.326; 0.021;21.552; 0.021;20.600; 0.041
322.43900;+12.20322;5043632;21.475; 0.020;20.941; 0.025;19.917; 0.033
322.43900;+12.20472;5043635;20.586; 0.011;20.084; 0.012;19.358; 0.019
322.43837;+12.00400;5043636;21.857; 0.019;21.198; 0.023;20.297; 0.030
322.43871;+12.11958;5043637;21.820; 0.024;21.080; 0.025;20.264; 0.040
322.43904;+12.21906;5043638;21.015; 0.010;20.468; 0.011;19.774; 0.023
322.43892;+12.18675;5043639;20.103; 0.008;19.588; 0.008;18.878; 0.014
322.43862;+12.09211;5043640;21.129; 0.010;20.563; 0.012;19.808; 0.021
322.43879;+12.14986;5043641;21.425; 0.019;20.732; 0.020;19.824; 0.028
322.43896;+12.21044;5043642;21.612; 0.018;20.992; 0.022;20.165; 0.033
322.43887;+12.18192;5043643;18.712; 0.005;18.038; 0.005;17.140; 0.007
322.43912;+12.25433;5043644;19.972; 0.005;19.425; 0.006;18.715; 0.011
322.43883;+12.16794;5043646;22.559; 0.044;21.815; 0.061;20.758; 0.059
322.43896;+12.20747;5043647;22.139; 0.029;21.399; 0.033;20.485; 0.038
322.43904;+12.23919;5043649;17.154; 0.002;16.400; 0.003;15.535; 0.004
322.43871;+12.13492;5043650;20.587; 0.009;20.093; 0.012;19.333; 0.018
322.43871;+12.13553;5043651;21.928; 0.026;21.281; 0.029;20.386; 0.052
322.43883;+12.17994;5043653;20.226; 0.008;19.725; 0.009;19.018; 0.016
322.43867;+12.13050;5043654;19.449; 0.012;19.011; 0.013;18.270; 0.013
322.43879;+12.18078;5043655;22.517; 0.044;21.736; 0.041;20.629; 0.050
322.43875;+12.16122;5043657;22.037; 0.026;21.397; 0.028;20.434; 0.064
322.43867;+12.13847;5043658;21.024; 0.014;20.479; 0.017;19.683; 0.031
322.43867;+12.14006;5043659;20.355; 0.008;19.876; 0.012;19.147; 0.015
322.43879;+12.18108;5043660;22.057; 0.032;21.353; 0.030;20.432; 0.046
322.43875;+12.16661;5043662;20.962; 0.015;20.378; 0.016;19.532; 0.021
322.43879;+12.18642;5043664;20.347; 0.008;19.785; 0.009;19.007; 0.013
322.43883;+12.20394;5043665;20.904; 0.011;20.346; 0.014;19.583; 0.026
322.43858;+12.12958;5043667;21.971; 0.038;21.358; 0.038;20.282; 0.059
322.43862;+12.13819;5043668;21.310; 0.020;20.723; 0.021;19.941; 0.024
322.43867;+12.15581;5043669;20.204; 0.009;19.720; 0.013;18.948; 0.015
322.43908;+12.29161;5043670;21.925; 0.026;21.254; 0.024;20.410; 0.043
322.43887;+12.23347;5043672;21.239; 0.009;20.663; 0.011;19.900; 0.018
322.43883;+12.22281;5043673;21.360; 0.010;20.794; 0.012;20.048; 0.022
322.43875;+12.19492;5043675;20.872; 0.012;20.296; 0.014;19.535; 0.021
322.43867;+12.17558;5043676;22.243; 0.034;21.522; 0.029;20.661; 0.044
322.43862;+12.16633;5043677;21.742; 0.024;21.049; 0.020;20.126; 0.038
322.43879;+12.21642;5043679;21.816; 0.018;21.107; 0.019;20.275; 0.038
322.43854;+12.13986;5043680;22.302; 0.045;21.551; 0.042;20.451; 0.044
322.43858;+12.14658;5043681;22.233; 0.040;21.467; 0.037;20.498; 0.049
322.43871;+12.18919;5043683;21.093; 0.015;20.521; 0.014;19.672; 0.022
322.43912;+12.31847;5043684;20.963; 0.009;20.389; 0.010;19.676; 0.025
322.43871;+12.19328;5043685;20.620; 0.010;20.096; 0.011;19.270; 0.016
322.43858;+12.15678;5043686;22.108; 0.032;21.354; 0.028;20.532; 0.048
322.43867;+12.18528;5043687;22.232; 0.040;21.492; 0.032;20.537; 0.055
322.43892;+12.27267;5043688;21.213; 0.011;20.608; 0.011;19.844; 0.023
322.43829;+12.07181;5043689;21.356; 0.013;20.762; 0.015;20.004; 0.026
322.43867;+12.19128;5043690;20.635; 0.011;20.121; 0.012;19.341; 0.020
322.43871;+12.20556;5043691;21.910; 0.024;21.212; 0.028;20.294; 0.042
322.43883;+12.25103;5043693;21.268; 0.017;20.754; 0.015;19.957; 0.029
322.43867;+12.20136;5043694;22.318; 0.036;21.524; 0.035;20.621; 0.049
322.43862;+12.18192;5043696;19.379; 0.008;18.862; 0.008;18.160; 0.011
322.43883;+12.25392;5043697;21.871; 0.021;21.217; 0.020;20.396; 0.047
322.43858;+12.17767;5043698;21.508; 0.017;20.948; 0.021;20.098; 0.033
322.43871;+12.21067;5043699;21.624; 0.019;21.023; 0.021;20.265; 0.042
322.43854;+12.16028;5043700;19.602; 0.005;19.142; 0.006;18.467; 0.009
322.43837;+12.11533;5043701;21.064; 0.019;20.431; 0.021;19.721; 0.027
