_RAJ2000;_DEJ2000;ID;Bmag;e_Bmag;Vmag;e_Vmag;Imag;e_Imag
322.64212;+12.35219;5001296;22.090; 0.049;20.302; 0.018;17.992; 0.009
322.64112;+12.12369;5001297;21.767; 0.025;21.079; 0.025;20.263; 0.037
322.64137;+12.29258;5001298;20.870; 0.021;20.174; 0.013;19.605; 0.019
322.64096;+12.24386;5001299;21.723; 0.019;20.118; 0.011;17.857; 0.005
322.64079;+12.21031;5001300;21.656; 0.023;21.008; 0.025;20.142; 0.033
322.64079;+12.23633;5001301;22.569; 0.043;21.224; 0.023;19.591; 0.014
322.64033;+12.13683;5001302;21.816; 0.030;21.060; 0.031;20.214; 0.051
322.64062;+12.22831;5001303;21.195; 0.013;20.607; 0.016;19.848; 0.019
322.64046;+12.19281;5001304;21.970; 0.031;21.343; 0.035;20.495; 0.056
322.64042;+12.20161;5001305;20.518; 0.008;19.982; 0.015;19.347; 0.015
322.64083;+12.33258;5001306;21.949; 0.046;21.217; 0.026;20.497; 0.043
322.64004;+12.14378;5001307;22.150; 0.033;21.369; 0.036;20.527; 0.062
322.63929;+11.95992;5001308;20.955; 0.019;20.329; 0.019;19.665; 0.024
322.64062;+12.29844;5001309;20.806; 0.015;19.171; 0.009;17.279; 0.008
322.64017;+12.22611;5001310;21.639; 0.017;20.646; 0.016;19.320; 0.012
322.64021;+12.25358;5001311;21.454; 0.029;20.833; 0.025;20.107; 0.034
322.64037;+12.31067;5001312;22.483; 0.065;21.541; 0.065;20.631; 0.049
322.63992;+12.20475;5001313;21.693; 0.022;21.012; 0.028;20.280; 0.038
322.63996;+12.23144;5001314;19.429; 0.004;18.902; 0.005;18.235; 0.006
322.63962;+12.15539;5001315;22.482; 0.047;21.718; 0.058;20.737; 0.048
322.63975;+12.19744;5001316;21.866; 0.025;21.186; 0.032;20.397; 0.045
322.63900;+12.00553;5001317;17.841; 0.003;16.927; 0.003;16.092; 0.004
322.63917;+12.06464;5001318;22.169; 0.047;21.363; 0.040;20.625; 0.054
322.63967;+12.21028;5001322;19.647; 0.005;19.138; 0.008;18.503; 0.009
322.63908;+12.07681;5001324;21.008; 0.019;20.392; 0.018;19.795; 0.027
322.63954;+12.20144;5001325;20.972; 0.012;19.660; 0.011;18.067; 0.009
322.63971;+12.24161;5001326;21.451; 0.018;20.760; 0.016;20.026; 0.023
322.63971;+12.27653;5001327;21.407; 0.024;20.683; 0.024;20.007; 0.032
322.63937;+12.22553;5001328;21.320; 0.014;20.627; 0.014;19.923; 0.020
322.63925;+12.19883;5001330;20.112; 0.007;19.599; 0.013;18.958; 0.012
322.63887;+12.16522;5001331;21.023; 0.012;20.471; 0.018;19.765; 0.025
322.63946;+12.30611;5001332;20.013; 0.011;19.373; 0.008;18.840; 0.011
322.63908;+12.21689;5001334;22.257; 0.037;20.776; 0.017;19.027; 0.010
322.63887;+12.21989;5001336;20.555; 0.008;19.986; 0.009;19.333; 0.013
322.63917;+12.29342;5001337;21.102; 0.023;20.482; 0.019;19.873; 0.023
322.63904;+12.31428;5001338;20.606; 0.013;19.952; 0.014;19.390; 0.017
322.63808;+12.08558;5001339;22.039; 0.034;21.252; 0.035;20.481; 0.068
322.63871;+12.24567;5001340;22.195; 0.042;21.363; 0.026;20.526; 0.031
322.63829;+12.18089;5001341;21.652; 0.025;20.983; 0.026;20.271; 0.038
322.63846;+12.23417;5001342;22.213; 0.030;21.428; 0.029;20.568; 0.036
322.63704;+11.90833;5001343;18.303; 0.010;17.430; 0.012;16.609; 0.014
322.63829;+12.23794;5001344;19.195; 0.004;18.679; 0.004;18.030; 0.006
322.63825;+12.25783;5001345;19.228; 0.009;18.580; 0.006;18.011; 0.007
322.63779;+12.20411;5001346;21.213; 0.013;20.630; 0.020;20.035; 0.034
322.63800;+12.27922;5001347;20.495; 0.018;19.843; 0.010;19.274; 0.014
322.63800;+12.31506;5001350;22.441; 0.054;21.510; 0.053;20.695; 0.053
322.63725;+12.14447;5001351;21.768; 0.024;21.112; 0.026;20.334; 0.039
322.63733;+12.21397;5001353;20.520; 0.007;19.927; 0.012;19.303; 0.012
322.63783;+12.34383;5001354;20.383; 0.012;19.743; 0.011;19.189; 0.019
322.63679;+12.09064;5001355;21.199; 0.013;20.498; 0.013;19.884; 0.021
322.63708;+12.19019;5001356;17.208; 0.003;16.472; 0.004;15.680; 0.004
322.63737;+12.28100;5001357;21.992; 0.037;21.194; 0.032;20.380; 0.051
322.63717;+12.25156;5001360;22.169; 0.050;21.230; 0.034;20.512; 0.062
322.63687;+12.19700;5001361;21.149; 0.013;20.526; 0.016;19.856; 0.029
322.63700;+12.24625;5001362;19.181; 0.006;18.385; 0.005;17.746; 0.004
322.63658;+12.16225;5001364;21.146; 0.014;20.526; 0.020;19.849; 0.023
322.63721;+12.31022;5001365;22.287; 0.054;21.343; 0.034;20.556; 0.047
322.63587;+11.98733;5001366;21.938; 0.055;21.131; 0.034;20.381; 0.042
322.63679;+12.22286;5001367;22.188; 0.026;21.336; 0.027;20.490; 0.046
322.63671;+12.20058;5001368;21.410; 0.022;20.757; 0.024;19.990; 0.034
322.63667;+12.19872;5001369;19.430; 0.005;18.930; 0.006;18.273; 0.009
322.63550;+11.90436;5001370;17.207; 0.006;16.337; 0.019;15.584; 0.009
322.63650;+12.17944;5001371;21.277; 0.016;20.083; 0.014;18.601; 0.010
322.63687;+12.29056;5001373;21.612; 0.027;20.875; 0.023;20.215; 0.038
322.63633;+12.18003;5001374;20.172; 0.007;19.674; 0.009;19.042; 0.016
322.63617;+12.14483;5001375;21.129; 0.014;20.496; 0.017;19.764; 0.029
322.63583;+12.07200;5001376;21.087; 0.023;20.514; 0.021;19.892; 0.030
322.63679;+12.32378;5001377;22.628; 0.065;20.839; 0.023;18.451; 0.010
322.63617;+12.20692;5001379;19.983; 0.007;19.461; 0.010;18.843; 0.014
322.63583;+12.15122;5001381;21.330; 0.015;20.729; 0.021;19.990; 0.030
322.63608;+12.23558;5001382;21.703; 0.018;20.928; 0.017;20.264; 0.029
322.63504;+11.98475;5001383;19.126; 0.007;18.447; 0.006;17.736; 0.007
322.63592;+12.24800;5001385;21.137; 0.029;20.462; 0.020;19.775; 0.026
322.63583;+12.23422;5001386;21.650; 0.019;20.981; 0.018;20.196; 0.027
322.63579;+12.22628;5001387;20.090; 0.006;19.517; 0.007;18.946; 0.010
322.63567;+12.20631;5001388;20.861; 0.010;20.328; 0.015;19.605; 0.021
322.63550;+12.16847;5001389;21.308; 0.017;20.289; 0.014;18.960; 0.013
322.63608;+12.34072;5001390;20.594; 0.015;19.939; 0.013;19.393; 0.018
322.63587;+12.29094;5001391;20.075; 0.009;19.499; 0.011;18.970; 0.014
322.63546;+12.23433;5001392;21.896; 0.020;21.111; 0.021;20.318; 0.029
322.63421;+11.93408;5001393;17.578; 0.007;16.423; 0.007;15.286; 0.009
322.63429;+11.97472;5001394;18.984; 0.004;18.288; 0.005;17.629; 0.006
322.63475;+12.12947;5001396;21.742; 0.024;21.093; 0.029;20.267; 0.039
322.63483;+12.15611;5001397;22.170; 0.041;21.506; 0.041;20.588; 0.051
322.63508;+12.25008;5001398;19.976; 0.008;19.379; 0.008;18.808; 0.013
322.63483;+12.19206;5001399;21.680; 0.024;21.052; 0.032;20.299; 0.040
322.63450;+12.12969;5001400;21.005; 0.014;20.434; 0.014;19.719; 0.027
322.63442;+12.15947;5001403;20.962; 0.012;20.385; 0.015;19.695; 0.023
322.63458;+12.25119;5001404;20.175; 0.010;18.648; 0.006;17.041; 0.005
322.63458;+12.25683;5001405;20.280; 0.010;19.688; 0.010;19.096; 0.019
322.63387;+12.10894;5001407;21.674; 0.020;21.068; 0.029;20.262; 0.035
322.63342;+12.02269;5001408;20.875; 0.018;20.230; 0.016;19.608; 0.023
322.63350;+12.11753;5001409;22.235; 0.035;21.464; 0.050;20.566; 0.066
322.63354;+12.16369;5001411;22.233; 0.056;21.315; 0.036;20.709; 0.062
322.63304;+12.03811;5001412;21.869; 0.062;21.166; 0.056;20.439; 0.064
322.63387;+12.26153;5001413;20.745; 0.027;20.016; 0.022;19.290; 0.027
322.63262;+11.95631;5001414;19.816; 0.008;18.843; 0.009;17.836; 0.007
322.63379;+12.27456;5001415;20.228; 0.014;19.611; 0.009;19.077; 0.014
322.63354;+12.21558;5001416;21.181; 0.012;20.534; 0.013;19.909; 0.021
322.63346;+12.20225;5001417;21.407; 0.017;20.775; 0.025;20.082; 0.037
322.63333;+12.19433;5001418;19.957; 0.007;19.441; 0.010;18.808; 0.011
322.63358;+12.26272;5001419;13.960; 0.002;12.996; 0.007;12.194; 0.003
322.63317;+12.15619;5001420;21.262; 0.016;20.696; 0.020;19.903; 0.026
322.63346;+12.23892;5001421;22.747; 0.062;21.827; 0.044;20.757; 0.046
322.63342;+12.24344;5001424;19.346; 0.004;18.547; 0.005;17.878; 0.004
322.63292;+12.13492;5001425;22.309; 0.050;21.471; 0.040;20.619; 0.065
322.63283;+12.12675;5001426;22.063; 0.051;21.240; 0.035;20.336; 0.040
322.63308;+12.19944;5001427;21.208; 0.016;20.302; 0.019;19.285; 0.015
322.63258;+12.07106;5001428;21.663; 0.027;21.072; 0.035;20.378; 0.040
322.63304;+12.19867;5001429;19.674; 0.006;19.188; 0.008;18.547; 0.011
322.63300;+12.19528;5001431;21.455; 0.019;20.808; 0.024;20.008; 0.027
322.63271;+12.13383;5001432;22.187; 0.038;21.429; 0.037;20.531; 0.051
322.63204;+11.98989;5001433;21.652; 0.034;21.093; 0.034;20.260; 0.054
322.63179;+11.96061;5001434;16.732; 0.002;15.817; 0.003;14.969; 0.003
322.63237;+12.12089;5001435;22.067; 0.034;21.454; 0.049;20.473; 0.053
322.63233;+12.11331;5001436;22.330; 0.054;21.469; 0.045;20.564; 0.056
322.63275;+12.23083;5001437;21.951; 0.020;21.164; 0.023;20.442; 0.033
322.63271;+12.21911;5001438;21.864; 0.021;20.313; 0.011;18.276; 0.005
322.63275;+12.24347;5001439;20.403; 0.007;19.887; 0.008;19.182; 0.012
322.63154;+11.93278;5001440;19.845; 0.029;19.017; 0.025;18.132; 0.045
322.63317;+12.36450;5001441;20.750; 0.016;20.099; 0.013;19.504; 0.020
322.63287;+12.29258;5001442;20.908; 0.020;20.253; 0.014;19.605; 0.022
322.63167;+11.98200;5001443;21.917; 0.043;21.204; 0.040;20.377; 0.044
322.63258;+12.21511;5001444;22.445; 0.042;21.542; 0.032;20.565; 0.044
322.63221;+12.13486;5001445;22.081; 0.031;21.357; 0.037;20.453; 0.056
322.63258;+12.24028;5001447;21.405; 0.015;20.742; 0.016;20.039; 0.023
322.63217;+12.14011;5001448;21.893; 0.025;21.259; 0.037;20.322; 0.039
322.63225;+12.19608;5001449;21.578; 0.022;20.933; 0.024;20.131; 0.038
322.63221;+12.18522;5001450;21.875; 0.029;21.219; 0.031;20.368; 0.044
322.63137;+11.96536;5001451;22.146; 0.059;20.570; 0.023;18.364; 0.010
322.63179;+12.11694;5001452;22.273; 0.042;21.469; 0.037;20.697; 0.063
322.63158;+12.07050;5001453;21.980; 0.045;21.192; 0.039;20.468; 0.052
322.63233;+12.26775;5001454;19.545; 0.007;18.959; 0.008;18.395; 0.010
322.63179;+12.14739;5001455;21.690; 0.045;20.945; 0.039;20.179; 0.032
322.63200;+12.20553;5001456;18.264; 0.003;17.207; 0.004;16.115; 0.004
322.63162;+12.11475;5001458;21.448; 0.017;20.803; 0.024;20.153; 0.035
322.63192;+12.19917;5001459;21.330; 0.016;20.715; 0.021;19.998; 0.030
322.63229;+12.29297;5001460;21.942; 0.042;21.008; 0.032;19.948; 0.046
322.63187;+12.20925;5001462;21.878; 0.024;21.142; 0.031;20.260; 0.043
322.63187;+12.22469;5001463;22.213; 0.033;21.416; 0.027;20.634; 0.041
322.63158;+12.15769;5001464;22.269; 0.051;21.754; 0.064;20.760; 0.056
322.63133;+12.11292;5001465;22.082; 0.034;21.327; 0.036;20.459; 0.044
322.63175;+12.24094;5001466;20.823; 0.009;20.230; 0.011;19.487; 0.015
322.63050;+11.92769;5001467;17.446; 0.007;16.527; 0.008;15.580; 0.010
322.63079;+12.01786;5001468;19.178; 0.006;18.537; 0.006;17.877; 0.006
322.63096;+12.08381;5001469;21.429; 0.028;20.743; 0.025;20.043; 0.037
322.63150;+12.23178;5001470;21.751; 0.019;21.054; 0.021;20.289; 0.028
322.63150;+12.23078;5001471;21.220; 0.014;20.615; 0.016;19.865; 0.020
322.63108;+12.15697;5001472;22.098; 0.034;21.442; 0.037;20.475; 0.047
322.63121;+12.18867;5001473;18.706; 0.004;18.036; 0.005;17.163; 0.004
322.63100;+12.16269;5001475;22.513; 0.063;21.647; 0.046;20.786; 0.067
322.63108;+12.20225;5001476;21.958; 0.027;21.279; 0.037;20.436; 0.039
322.63017;+11.97092;5001477;17.494; 0.003;16.693; 0.003;15.973; 0.003
322.63100;+12.18958;5001478;21.478; 0.019;20.834; 0.025;20.110; 0.033
322.63104;+12.21228;5001479;19.049; 0.004;18.420; 0.005;17.642; 0.005
322.63117;+12.24867;5001480;20.845; 0.022;20.196; 0.016;19.519; 0.020
322.63096;+12.23339;5001481;20.359; 0.008;19.823; 0.008;19.182; 0.011
322.63117;+12.30517;5001482;20.864; 0.016;20.158; 0.015;19.543; 0.022
322.63079;+12.22761;5001483;21.932; 0.022;21.053; 0.022;20.220; 0.026
322.63087;+12.24567;5001484;20.401; 0.011;19.896; 0.008;19.226; 0.011
322.63071;+12.24272;5001486;21.494; 0.019;20.769; 0.016;19.988; 0.022
322.63021;+12.12375;5001488;22.096; 0.031;21.371; 0.035;20.511; 0.061
322.63058;+12.22978;5001489;20.364; 0.006;19.824; 0.008;19.172; 0.012
322.63004;+12.12950;5001491;22.102; 0.032;21.441; 0.038;20.447; 0.047
322.63017;+12.18028;5001492;20.629; 0.008;19.122; 0.007;17.001; 0.004
322.63012;+12.16442;5001493;21.376; 0.017;20.881; 0.024;20.144; 0.040
322.63025;+12.21156;5001494;21.903; 0.026;21.218; 0.033;20.342; 0.041
322.63008;+12.24344;5001496;21.197; 0.013;20.537; 0.013;19.841; 0.020
322.63000;+12.24006;5001497;21.236; 0.013;20.603; 0.014;19.902; 0.019
322.62971;+12.17950;5001498;20.752; 0.012;20.194; 0.016;19.530; 0.019
322.63008;+12.34208;5001499;20.337; 0.011;19.006; 0.007;17.718; 0.008
322.62958;+12.22436;5001500;22.194; 0.026;21.429; 0.031;20.485; 0.034
322.62875;+12.01931;5001501;19.032; 0.006;17.839; 0.004;16.706; 0.005
322.62950;+12.22708;5001502;21.510; 0.016;20.806; 0.018;20.173; 0.025
322.62892;+12.07311;5001503;21.429; 0.029;20.701; 0.023;19.867; 0.031
322.62954;+12.24097;5001504;21.797; 0.020;21.104; 0.019;20.275; 0.031
322.62900;+12.13317;5001506;22.081; 0.032;21.373; 0.036;20.562; 0.050
322.62883;+12.10694;5001507;21.725; 0.022;20.981; 0.030;20.239; 0.038
322.62912;+12.22144;5001510;20.403; 0.007;19.858; 0.007;19.237; 0.013
322.62858;+12.11506;5001511;22.240; 0.033;21.468; 0.043;20.600; 0.049
322.62875;+12.21533;5001513;21.513; 0.020;20.939; 0.020;20.203; 0.031
322.62871;+12.20900;5001514;20.599; 0.009;20.063; 0.013;19.411; 0.016
322.62900;+12.29936;5001515;21.370; 0.029;20.665; 0.021;19.941; 0.028
322.62833;+12.15278;5001516;22.172; 0.037;21.339; 0.038;20.451; 0.044
322.62875;+12.27531;5001517;22.110; 0.046;21.275; 0.032;20.566; 0.050
322.62846;+12.19836;5001518;21.684; 0.025;21.053; 0.033;20.298; 0.040
322.62854;+12.23383;5001519;20.129; 0.006;19.625; 0.007;18.954; 0.010
322.62829;+12.17872;5001521;21.962; 0.029;21.326; 0.033;20.447; 0.040
322.62850;+12.23444;5001522;21.062; 0.012;20.447; 0.013;19.733; 0.017
322.62821;+12.17006;5001523;21.861; 0.026;21.280; 0.034;20.417; 0.047
322.62837;+12.24408;5001524;22.423; 0.041;21.595; 0.033;20.554; 0.051
322.62767;+12.06583;5001525;21.572; 0.043;20.890; 0.024;20.254; 0.035
322.62733;+11.97581;5001526;21.724; 0.033;20.205; 0.016;18.403; 0.010
322.62808;+12.18036;5001527;21.498; 0.018;20.991; 0.026;20.178; 0.033
322.62804;+12.19908;5001529;22.318; 0.041;21.624; 0.046;20.705; 0.064
322.62825;+12.26417;5001530;21.477; 0.030;20.790; 0.025;19.952; 0.030
322.62846;+12.32742;5001531;20.209; 0.010;19.226; 0.008;18.350; 0.009
322.62829;+12.29025;5001532;20.058; 0.012;19.420; 0.010;18.907; 0.014
322.62750;+12.09925;5001533;21.952; 0.023;21.100; 0.023;20.154; 0.026
322.62796;+12.22275;5001534;20.633; 0.009;19.760; 0.009;18.932; 0.008
322.62683;+11.92806;5001535;17.482; 0.007;16.559; 0.006;15.718; 0.012
322.62833;+12.32089;5001536;21.944; 0.031;20.580; 0.018;19.171; 0.015
322.62775;+12.21206;5001538;22.000; 0.030;21.293; 0.035;20.467; 0.042
322.62771;+12.22561;5001540;22.078; 0.027;21.301; 0.026;20.559; 0.038
322.62758;+12.20194;5001541;18.400; 0.003;17.299; 0.004;16.080; 0.004
322.62742;+12.15558;5001542;21.754; 0.032;21.184; 0.034;20.419; 0.052
322.62771;+12.24161;5001543;22.255; 0.034;21.468; 0.028;20.571; 0.035
322.62679;+12.07325;5001544;21.770; 0.037;21.161; 0.037;20.614; 0.064
322.62696;+12.12569;5001545;21.865; 0.025;21.260; 0.035;20.380; 0.038
322.62717;+12.18433;5001546;21.858; 0.025;21.233; 0.036;20.366; 0.041
322.62712;+12.20139;5001547;20.421; 0.008;19.906; 0.014;19.254; 0.014
322.62687;+12.14311;5001548;22.249; 0.037;21.613; 0.049;20.660; 0.064
322.62692;+12.19678;5001549;19.865; 0.006;19.358; 0.010;18.718; 0.010
322.62696;+12.21778;5001550;21.007; 0.011;20.386; 0.011;19.664; 0.020
322.62708;+12.24647;5001551;20.007; 0.013;19.380; 0.010;18.856; 0.010
322.62700;+12.24342;5001553;21.440; 0.017;20.808; 0.017;20.050; 0.024
322.62637;+12.13461;5001554;22.290; 0.039;20.869; 0.029;18.564; 0.009
322.62654;+12.19278;5001557;21.557; 0.022;20.938; 0.027;20.172; 0.030
322.62583;+12.06003;5001559;22.051; 0.066;20.374; 0.023;18.142; 0.008
322.62608;+12.13600;5001560;21.764; 0.022;21.135; 0.036;20.343; 0.043
322.62521;+11.93161;5001561;20.343; 0.044;19.496; 0.038;18.702; 0.066
322.62575;+12.08953;5001562;21.351; 0.015;20.674; 0.022;20.031; 0.035
322.62608;+12.22611;5001563;20.735; 0.009;20.146; 0.011;19.506; 0.016
322.62587;+12.18911;5001564;20.423; 0.008;19.877; 0.011;19.176; 0.017
322.62521;+12.05597;5001569;21.559; 0.033;20.897; 0.029;20.181; 0.036
322.62600;+12.26464;5001570;21.181; 0.021;19.501; 0.009;17.320; 0.008
322.62625;+12.32964;5001571;22.247; 0.056;21.473; 0.038;20.782; 0.048
322.62550;+12.16194;5001572;21.555; 0.020;20.930; 0.025;20.152; 0.031
322.62600;+12.28672;5001573;21.032; 0.019;20.075; 0.015;19.215; 0.017
322.62517;+12.09214;5001574;22.163; 0.029;21.382; 0.025;20.530; 0.039
322.62608;+12.33886;5001575;17.467; 0.004;16.597; 0.004;15.866; 0.006
322.62575;+12.28411;5001576;21.791; 0.038;21.022; 0.030;20.381; 0.039
322.62558;+12.24808;5001577;22.299; 0.066;21.501; 0.043;20.629; 0.049
322.62433;+11.93961;5001578;17.659; 0.009;16.922; 0.007;16.212; 0.026
322.62562;+12.28281;5001579;20.828; 0.016;20.175; 0.017;19.549; 0.022
322.62487;+12.10083;5001580;21.570; 0.017;20.914; 0.020;20.179; 0.027
322.62492;+12.12458;5001581;20.982; 0.014;20.490; 0.018;19.689; 0.025
322.62558;+12.32556;5001584;20.106; 0.010;18.723; 0.007;17.379; 0.006
322.62508;+12.21736;5001585;21.319; 0.015;20.692; 0.017;19.974; 0.022
322.62508;+12.24808;5001587;21.686; 0.035;20.905; 0.026;20.258; 0.036
322.62496;+12.22461;5001589;19.094; 0.004;18.505; 0.006;17.757; 0.004
322.62458;+12.13825;5001590;21.360; 0.017;20.749; 0.021;19.952; 0.030
322.62462;+12.16686;5001591;21.851; 0.027;21.294; 0.042;20.377; 0.037
322.62479;+12.21742;5001593;20.942; 0.012;20.331; 0.013;19.670; 0.018
322.62433;+12.10342;5001594;21.111; 0.012;20.483; 0.014;19.808; 0.017
322.62487;+12.24122;5001595;21.453; 0.015;20.762; 0.016;19.981; 0.022
322.62462;+12.21650;5001597;22.360; 0.046;21.534; 0.038;20.672; 0.050
322.62450;+12.20972;5001598;21.711; 0.022;21.114; 0.026;20.295; 0.036
322.62417;+12.15761;5001600;21.857; 0.027;21.197; 0.032;20.357; 0.047
322.62396;+12.11747;5001601;21.644; 0.023;20.947; 0.027;20.163; 0.033
322.62475;+12.31992;5001603;22.004; 0.042;21.271; 0.035;20.475; 0.040
322.62429;+12.21592;5001605;20.796; 0.010;20.212; 0.013;19.550; 0.016
322.62404;+12.18014;5001606;22.029; 0.033;21.411; 0.042;20.388; 0.043
322.62412;+12.22244;5001607;22.301; 0.031;21.486; 0.029;20.565; 0.036
322.62437;+12.29014;5001609;22.271; 0.061;21.457; 0.043;20.644; 0.053
322.62446;+12.31786;5001610;20.118; 0.012;19.491; 0.010;18.991; 0.014
322.62362;+12.10803;5001611;22.184; 0.034;21.466; 0.043;20.706; 0.059
322.62400;+12.22442;5001612;20.229; 0.007;19.689; 0.008;19.051; 0.010
322.62387;+12.21603;5001613;20.685; 0.009;20.079; 0.012;19.311; 0.014
322.62371;+12.20428;5001614;20.961; 0.012;20.152; 0.013;19.281; 0.018
322.62329;+12.10231;5001615;22.467; 0.062;21.575; 0.037;20.575; 0.050
322.62342;+12.14700;5001616;21.243; 0.015;20.152; 0.014;18.945; 0.014
322.62362;+12.21542;5001617;21.791; 0.021;21.202; 0.023;20.390; 0.033
322.62292;+12.09508;5001619;21.243; 0.021;20.605; 0.021;19.854; 0.022
322.62329;+12.21528;5001620;20.680; 0.009;20.126; 0.012;19.447; 0.017
322.62287;+12.11547;5001621;22.206; 0.031;20.503; 0.018;17.912; 0.005
322.62321;+12.21394;5001622;22.247; 0.034;21.483; 0.028;20.671; 0.064
322.62346;+12.28692;5001623;19.894; 0.008;19.288; 0.009;18.762; 0.013
322.62367;+12.33636;5001624;14.762; 0.003;13.614; 0.005;12.546; 0.004
322.62321;+12.22222;5001625;21.047; 0.011;20.424; 0.013;19.746; 0.018
322.62192;+11.89789;5001626;17.812; 0.010;17.048; 0.014;16.377; 0.016
322.62342;+12.29061;5001628;22.120; 0.060;21.254; 0.038;20.478; 0.040
322.62317;+12.23311;5001629;22.528; 0.044;21.660; 0.049;20.725; 0.047
322.62350;+12.32325;5001630;22.211; 0.051;20.794; 0.024;19.002; 0.015
322.62221;+11.99650;5001631;22.031; 0.046;20.448; 0.023;18.500; 0.009
322.62317;+12.25631;5001632;20.976; 0.017;20.319; 0.021;19.671; 0.026
322.62296;+12.20056;5001633;21.315; 0.015;20.696; 0.020;19.928; 0.032
322.62287;+12.19642;5001635;20.193; 0.008;19.682; 0.011;19.036; 0.014
322.62283;+12.19969;5001636;22.100; 0.030;21.346; 0.036;20.578; 0.058
322.62296;+12.23867;5001637;21.733; 0.020;21.038; 0.020;20.283; 0.027
322.62254;+12.15158;5001638;21.461; 0.023;20.890; 0.030;19.970; 0.031
322.62275;+12.21286;5001639;18.022; 0.003;17.314; 0.003;16.414; 0.003
322.62271;+12.21244;5001640;21.137; 0.015;20.536; 0.018;19.863; 0.034
322.62204;+12.07022;5001641;21.133; 0.021;19.589; 0.010;17.541; 0.006
322.62233;+12.16667;5001642;21.600; 0.021;20.916; 0.027;20.123; 0.030
322.62183;+12.05158;5001643;21.396; 0.027;20.686; 0.022;20.104; 0.041
322.62200;+12.11083;5001644;21.592; 0.021;20.952; 0.027;20.067; 0.050
322.62212;+12.14839;5001645;21.252; 0.041;20.329; 0.026;19.612; 0.037
322.62137;+11.97400;5001647;18.575; 0.004;17.308; 0.004;16.033; 0.004
322.62179;+12.08203;5001648;21.538; 0.029;20.845; 0.028;20.150; 0.039
322.62225;+12.20339;5001649;20.500; 0.013;20.177; 0.020;19.418; 0.023
322.62225;+12.20897;5001650;22.207; 0.039;21.463; 0.038;20.653; 0.054
322.62279;+12.35197;5001651;21.889; 0.040;21.077; 0.026;20.300; 0.039
322.62217;+12.19658;5001652;20.302; 0.008;19.847; 0.012;19.143; 0.013
322.62142;+12.00122;5001653;20.618; 0.015;20.010; 0.013;19.436; 0.019
322.62242;+12.27347;5001654;20.934; 0.015;20.279; 0.022;19.673; 0.023
322.62221;+12.22378;5001655;21.546; 0.015;20.878; 0.017;20.076; 0.023
322.62217;+12.22564;5001656;22.464; 0.047;21.723; 0.042;20.713; 0.055
322.62225;+12.24339;5001657;20.230; 0.007;19.704; 0.007;19.031; 0.009
322.62200;+12.18914;5001658;20.801; 0.011;20.277; 0.012;19.545; 0.020
322.62121;+11.98894;5001661;15.173; 0.002;14.382; 0.002;13.683; 0.002
322.62112;+11.96583;5001662;19.539; 0.006;18.199; 0.004;16.819; 0.004
322.62204;+12.21856;5001663;22.591; 0.050;21.737; 0.035;20.681; 0.051
322.62187;+12.19142;5001664;21.650; 0.022;21.008; 0.032;20.167; 0.050
322.62192;+12.22992;5001665;21.880; 0.023;21.116; 0.021;20.367; 0.031
322.62104;+12.01697;5001666;19.745; 0.007;18.927; 0.006;18.165; 0.007
322.62158;+12.19375;5001667;21.969; 0.029;21.279; 0.037;20.515; 0.048
322.62221;+12.35586;5001668;21.354; 0.025;20.641; 0.019;20.036; 0.037
322.62142;+12.16961;5001669;22.111; 0.032;21.426; 0.037;20.559; 0.054
322.62200;+12.32633;5001671;21.603; 0.029;20.171; 0.013;18.748; 0.011
322.62125;+12.15658;5001672;22.134; 0.040;21.429; 0.049;20.574; 0.052
